"","Organisation Type","Organisation Name","Date","formattedDate","Therapy","Total waiting list","Waiting >18-52 weeks","Waiting >52 weeks","Percentage waiting more than 18 weeks"
"5607","Provider","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5608","Provider","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5609","Provider","ISLE OF WIGHT NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5610","Provider","ISLE OF WIGHT NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5611","Provider","ISLE OF WIGHT NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",164,82,0,50
"5612","Provider","ISLE OF WIGHT NHS TRUST","August 2023",2023-08-01,"Speech And Language",71,23,0,32.3943661971831
"5613","Provider","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",499,0,0,0
"5614","Provider","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",3296,1723,521,68.0825242718447
"5615","Provider","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",632,28,0,4.43037974683544
"5616","Provider","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",632,28,0,4.43037974683544
"5617","Provider","LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5618","Provider","LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5619","Provider","LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",309,101,2,33.3333333333333
"5620","Provider","LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",2481,1347,99,58.2829504232164
"5621","Provider","LEEDS COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Audiology",986,163,0,16.5314401622718
"5622","Provider","LEEDS COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",285,78,0,27.3684210526316
"5623","Provider","LEEDS COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",193,78,0,40.4145077720207
"5624","Provider","LEEDS COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",1186,110,0,9.27487352445194
"5625","Provider","LEICESTERSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Audiology",1340,31,0,2.3134328358209
"5626","Provider","LEICESTERSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",4640,1719,1729,74.3103448275862
"5627","Provider","LEICESTERSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",133,13,0,9.77443609022556
"5628","Provider","LEICESTERSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Speech And Language",663,3,0,0.452488687782805
"5629","Provider","LEWISHAM AND GREENWICH NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5630","Provider","LEWISHAM AND GREENWICH NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",1361,648,309,70.3159441587068
"5631","Provider","LEWISHAM AND GREENWICH NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",150,13,0,8.66666666666667
"5632","Provider","LEWISHAM AND GREENWICH NHS TRUST","August 2023",2023-08-01,"Speech And Language",611,2,0,0.327332242225859
"5633","Provider","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5634","Provider","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5635","Provider","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5636","Provider","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5637","Provider","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5638","Provider","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5639","Provider","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5640","Provider","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5641","Provider","LIVEWELL SOUTHWEST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5642","Provider","LIVEWELL SOUTHWEST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5643","Provider","LIVEWELL SOUTHWEST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5644","Provider","LIVEWELL SOUTHWEST","August 2023",2023-08-01,"Speech And Language",671,399,44,66.0208643815201
"5645","Provider","LOCALA COMMUNITY PARTNERSHIPS CIC","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5646","Provider","LOCALA COMMUNITY PARTNERSHIPS CIC","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5647","Provider","LOCALA COMMUNITY PARTNERSHIPS CIC","August 2023",2023-08-01,"Occupational Therapy",33,3,0,9.09090909090909
"5648","Provider","LOCALA COMMUNITY PARTNERSHIPS CIC","August 2023",2023-08-01,"Speech And Language",898,381,48,47.7728285077951
"5649","Provider","LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Audiology",415,222,38,62.6506024096386
"5650","Provider","LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5651","Provider","LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5652","Provider","LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5653","Provider","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",932,244,2,26.3948497854077
"5654","Provider","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",670,185,1,27.7611940298507
"5655","Provider","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",629,276,19,46.8998410174881
"5656","Provider","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",2137,1004,13,47.5900795507721
"5657","Provider","MEDWAY COMMUNITY HEALTHCARE","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5658","Provider","MEDWAY COMMUNITY HEALTHCARE","August 2023",2023-08-01,"Community Paediatric Service",2172,981,328,60.2670349907919
"5659","Provider","MEDWAY COMMUNITY HEALTHCARE","August 2023",2023-08-01,"Occupational Therapy",250,102,16,47.2
"5660","Provider","MEDWAY COMMUNITY HEALTHCARE","August 2023",2023-08-01,"Speech And Language",526,282,6,54.7528517110266
"5661","Provider","MEDWAY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5662","Provider","MEDWAY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",441,195,0,44.2176870748299
"5663","Provider","MEDWAY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5664","Provider","MEDWAY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5665","Provider","MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5666","Provider","MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",1078,633,49,63.265306122449
"5667","Provider","MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5668","Provider","MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5669","Provider","MERSEY CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5670","Provider","MERSEY CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5671","Provider","MERSEY CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5672","Provider","MERSEY CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5673","Provider","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5674","Provider","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5675","Provider","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5676","Provider","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5677","Provider","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5678","Provider","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5679","Provider","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",73,2,0,2.73972602739726
"5680","Provider","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",440,42,0,9.54545454545454
"5681","Provider","MID YORKSHIRE TEACHING NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5682","Provider","MID YORKSHIRE TEACHING NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",2730,1397,95,54.6520146520146
"5683","Provider","MID YORKSHIRE TEACHING NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",87,0,0,0
"5684","Provider","MID YORKSHIRE TEACHING NHS TRUST","August 2023",2023-08-01,"Speech And Language",231,7,0,3.03030303030303
"5685","Provider","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",749,299,188,65.0200267022697
"5686","Provider","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",1578,589,22,38.7198986058302
"5687","Provider","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",99,7,0,7.07070707070707
"5688","Provider","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",389,15,0,3.8560411311054
"5689","Provider","MILDMAY UK","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5690","Provider","MILDMAY UK","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5691","Provider","MILDMAY UK","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5692","Provider","MILDMAY UK","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5693","Provider","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5694","Provider","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",612,106,0,17.3202614379085
"5695","Provider","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",3,0,0,0
"5696","Provider","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5697","Provider","NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",95,0,0,0
"5698","Provider","NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5699","Provider","NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",43,0,0,0
"5700","Provider","NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",634,324,1,51.2618296529968
"5701","Provider","NORTH EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",0,0,0,NA
"5702","Provider","NORTH EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",1240,292,0,23.5483870967742
"5703","Provider","NORTH EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",853,258,130,45.4865181711606
"5704","Provider","NORTH EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",1221,332,25,29.2383292383292
"5705","Provider","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5706","Provider","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",184,10,0,5.43478260869565
"5707","Provider","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",128,32,0,25
"5708","Provider","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","August 2023",2023-08-01,"Speech And Language",481,151,9,33.2640332640333
"5709","Provider","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5710","Provider","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",1315,6,0,0.456273764258555
"5711","Provider","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5712","Provider","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",1189,287,0,24.1379310344828
"5713","Provider","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5714","Provider","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",548,204,0,37.2262773722628
"5715","Provider","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",148,6,0,4.05405405405405
"5716","Provider","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",1922,1232,82,68.366285119667
"5717","Provider","NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5718","Provider","NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",500,93,0,18.6
"5719","Provider","NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",107,15,0,14.018691588785
"5720","Provider","NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",2582,1019,594,62.4709527498064
"5721","Provider","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",678,327,8,49.4100294985251
"5722","Provider","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",267,107,0,40.0749063670412
"5723","Provider","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",134,53,10,47.0149253731343
"5724","Provider","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",221,55,0,24.8868778280543
"5725","Provider","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5726","Provider","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",28,0,0,0
"5727","Provider","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",158,10,0,6.32911392405063
"5728","Provider","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",106,1,0,0.943396226415094
"5729","Provider","NOTTINGHAM CITYCARE PARTNERSHIP","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5730","Provider","NOTTINGHAM CITYCARE PARTNERSHIP","August 2023",2023-08-01,"Community Paediatric Service",165,2,0,1.21212121212121
"5731","Provider","NOTTINGHAM CITYCARE PARTNERSHIP","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5732","Provider","NOTTINGHAM CITYCARE PARTNERSHIP","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5733","Provider","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5734","Provider","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5735","Provider","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",168,14,0,8.33333333333333
"5736","Provider","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",1506,325,1,21.6467463479416
"5737","Provider","OXLEAS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",179,28,3,17.3184357541899
"5738","Provider","OXLEAS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",2546,971,86,41.516103692066
"5739","Provider","OXLEAS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",340,103,0,30.2941176470588
"5740","Provider","OXLEAS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",600,48,2,8.33333333333333
"5741","Provider","PROVIDE","August 2023",2023-08-01,"Audiology",194,1,0,0.515463917525773
"5742","Provider","PROVIDE","August 2023",2023-08-01,"Community Paediatric Service",2534,1268,347,63.733228097869
"5743","Provider","PROVIDE","August 2023",2023-08-01,"Occupational Therapy",144,46,0,31.9444444444444
"5744","Provider","PROVIDE","August 2023",2023-08-01,"Speech And Language",80,4,0,5
"5745","Provider","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5746","Provider","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5747","Provider","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5748","Provider","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5749","Provider","ROYAL CORNWALL HOSPITALS NHS TRUST","August 2023",2023-08-01,"Audiology",198,12,0,6.06060606060606
"5750","Provider","ROYAL CORNWALL HOSPITALS NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",676,409,54,68.491124260355
"5751","Provider","ROYAL CORNWALL HOSPITALS NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",2,0,0,0
"5752","Provider","ROYAL CORNWALL HOSPITALS NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5753","Provider","ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5754","Provider","ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5755","Provider","ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5756","Provider","ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5757","Provider","ROYAL FREE LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5758","Provider","ROYAL FREE LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",811,409,159,70.0369913686806
"5759","Provider","ROYAL FREE LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5760","Provider","ROYAL FREE LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5761","Provider","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5762","Provider","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5763","Provider","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5764","Provider","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5765","Provider","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5766","Provider","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5767","Provider","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",97,38,4,43.298969072165
"5768","Provider","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","August 2023",2023-08-01,"Speech And Language",701,241,21,37.3751783166904
